Code,Name,Industry Code,Industry,No. of Listed Shares(shr.),Capital Stock(KRW),ParValue,Currency,
033180,FEELUX,032602,Manufacture of Electronic Components,"25,309,239","12,804,619,500",500,KRW,1229
081660,FILA KOREA,074604,Wholesale of Household Goods,"11,163,014","56,374,420,000","5,000",KRW,306
049120,FINE DNC,032602,Manufacture of Electronic Components,"18,563,320","9,281,660,000",500,KRW,186
036810,FINE SEMITECH,032602,Manufacture of Electronic Components,"16,391,611","8,195,805,500",500,KRW,370
133820,FINEBESTEEL,032401,Manufacture of Basic Iron and Steel,"32,100,000","16,050,000,000",500,KRW,1800
038950,FINEDIGITAL,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"10,190,765","5,095,382,500",500,KRW,1479
106240,FINETECHNIX,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"32,153,896","16,076,948,000",500,KRW,46
010820,"FIRSTEC CO.,LTD.",032502,Manufacture of Weapons and Ammunition,"46,764,840","23,382,420,000",500,KRW,953
065270,FLEXCOM,032602,Manufacture of Electronic Components,"13,603,563","6,801,781,500",500,KRW,31
173940,FNC Ent.,105902,Audio Publishing and Original Master Recordings,"12,641,094","6,320,547,000",500,KRW,1593
005670,FOODWELL,031003,Processing and Preserving of Fruit and Vegetables,"8,000,000","4,000,000,000",500,KRW,1433
093370,FOOSUNG,032001,Manufacture of Basic Chemicals,"84,823,953","42,411,976,500",500,KRW,984
189690,FORCS,105802,Software Development and Supply,"6,212,799","3,106,399,500",500,KRW,1637
119500,FORMETAL,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"12,024,680","6,012,340,000",500,KRW,335
073540,FRTEK,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"11,400,000","5,700,000,000",500,KRW,481
065160,FT EnE,032005,Manufacture of Man-Made Fibers,"44,351,009","22,175,504,500",500,KRW,1271
016800,FURSYS,033201,Manufacture of Furniture,"11,500,000","14,300,000,000","1,000",KRW,492
032800,Fantagio,168506,Adult and Other Education,"48,934,112","24,467,056,000",500,KRW,1429
027710,FarmStory,031008,Manufacture of Livestock Feeds and Prepared Animal Feeds,"80,206,969","41,903,813,500",500,KRW,487
032580,Fidelix,032601,Manufacture of Semiconductor,"20,567,273","10,283,636,500",500,KRW,1066
150440,Finotek,105802,Software Development and Supply,"7,637,600","3,818,800,000",500,KRW,343
064850,FnGuide,116601,Activities Auxiliary to Financial Service Activities,"6,965,000","3,482,500,000",500,KRW,34
141020,Fortis,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"19,803,210","9,901,605,000",500,KRW,1771
053160,Freems,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","6,000,000","3,000,000,000",500,KRW,151
114570,G-SMATT GLOBAL,032601,Manufacture of Semiconductor,"15,930,342","7,965,171,000",500,KRW,656
115450,G-treeBNT,032602,Manufacture of Electronic Components,"20,286,670","10,143,335,000",500,KRW,1757
083660,G.T,032202,Manufacture of Plastic Products,"9,314,033","4,657,016,500",500,KRW,529
053270,G.Y.TECH,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"19,794,174","9,897,087,000",500,KRW,165
079940,GABIA,105802,Software Development and Supply,"13,535,684","6,767,842,000",500,KRW,783
076340,GACES,064201,Site Preparation and Special Trade Construction for Civil Engineering and Buildings,"4,871,460","2,435,730,000",500,KRW,696
051160,GAEASOFT,105802,Software Development and Supply,"12,156,245","6,078,122,500",500,KRW,1325
063080,GAMEVIL,105802,Software Development and Supply,"6,522,376","3,261,188,000",500,KRW,1533
000500,GAON CABLE CO,032803,"Manufacture of Insulated Wires and Cables, Including Insulated Code Sets","4,160,347","20,801,735,000","5,000",KRW,1109
006280,GC Corp,032102,Manufacture of Medicaments,"11,686,538","58,432,690,000","5,000",KRW,1432
005250,GCH Corp,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","47,028,210","26,579,335,000",500,KRW,743
142280,GCMS,032103,Manufacture of Pharmaceutical Goods Other Than Medicaments,"9,560,000","4,780,000,000",500,KRW,368
155960,GD,032602,Manufacture of Electronic Components,"18,149,154","9,074,577,000",500,KRW,1554
109820,GENEMATRIX,137001,Research and Experimental Development On Natural Sciences and Engineering,"8,471,571","4,235,785,500",500,KRW,1743
011000,GENEONE,074607,Other Specialized Wholesale,"16,088,063","16,088,063,000","1,000",KRW,954
036190,GEUMHWA PSC,064203,Electrical and Communication Works,"6,000,000","3,000,000,000",500,KRW,374
019570,GIC,116402,Investment Companies,"24,413,570","12,206,785,000",500,KRW,435
049080,GIGALANE,032602,Manufacture of Electronic Components,"17,704,421","8,852,210,500",500,KRW,1513
114090,GKL,189102,Amusement and theme Park Operation,"61,855,670","30,927,835,000",500,KRW,291
004490,GLOBAL & YUASA BTRY,032802,Manufacture of Primary Cells and Batteries and Accumulators,"14,000,000","7,000,000,000",500,KRW,819
013870,GMB Korea,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"19,072,280","9,536,140,000",500,KRW,71
119850,GNCENERGY,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","8,560,678","4,280,339,000",500,KRW,1166
065060,GNCO,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","50,148,967","25,506,262,000",500,KRW,22
192410,GNI,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"3,610,200","1,805,100,000",500,KRW,1847
215000,GOLFZON,105802,Software Development and Supply,"6,275,415","3,137,707,500",500,KRW,1908
121440,GOLFZONYUWONHOLDINGS,105802,Software Development and Supply,"42,836,818","21,418,409,000",500,KRW,1426
033340,GOODPEOPLE,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","26,412,536","13,206,268,000",500,KRW,339
019010,GRAND DEPT,074701,Retail Sale in Non-Specialized Stores,"4,820,000","24,100,000,000","5,000",KRW,540
031390,GREEN CROSS CELL,032101,"Manufacture of Medicinal Chemicals, Antibiotics and Biological Products","11,695,939","5,847,969,500",500,KRW,1301
186230,GREEN PLUS,032402,Manufacture of Basic Precious and Non-ferrous Metals,"2,357,500","1,178,750,000",500,KRW,1595
006360,GS E&C,064101,Building Construction,"71,000,000","355,000,000,000","5,000",KRW,1626
001250,GS Global,074608,Wholesale of Non-Specialized Goods,"22,533,764","56,334,410,000","2,500",KRW,1411
078930,GS Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","92,915,378","473,501,020,000","5,000",KRW,1925
007070,GS Retail,074701,Retail Sale in Non-Specialized Stores,"77,000,000","77,000,000,000","1,000",KRW,612
058370,GS Tech,074607,Other Specialized Wholesale,"44,078,576","29,751,231,000",500,KRW,94
053050,GSE,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","27,487,602","14,054,360,000",500,KRW,152
028150,GSHS,106002,Television Broadcasting,"6,562,500","32,812,500,000","5,000",KRW,1336
007630,GSI,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"11,787,198","5,893,599,000",500,KRW,803
900070,GSMT,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","42,506,065","21,253,032",0.5,USD,1746
083450,GST,032902,Manufacture of Special-Purpose Machinery,"9,317,745","4,658,872,500",500,KRW,588
053870,GT&T,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"8,000,000","4,000,000,000",500,KRW,136
219750,GTG Wellness,074605,Wholesale of Machinery Equipment and Supplies,"1,556,450","778,225,000",500,KRW,1921
130500,GUMHO NT,031309,"Manufacture of Other Made-Up Textile Articles, Except Apparel","7,000,000","3,500,000,000",500,KRW,1550
223220,GURUM COMPANY,105802,Software Development and Supply,"3,400,000","1,700,000,000",500,KRW,1923
094480,GalaxiaComms,105802,Software Development and Supply,"32,693,543","16,346,771,500",500,KRW,1374
041590,GemTech,032602,Manufacture of Electronic Components,"25,386,625","12,693,312,500",500,KRW,224
082270,GemVax,032902,Manufacture of Special-Purpose Machinery,"28,691,472","14,345,736,000",500,KRW,1665
086060,GeneBioTech,031008,Manufacture of Livestock Feeds and Prepared Animal Feeds,"7,903,833","3,951,916,500",500,KRW,1695
095700,Genexine,137001,Research and Experimental Development On Natural Sciences and Engineering,"7,622,820","3,811,410,000",500,KRW,1330
123330,Genic,032004,Manufacture of Other Chemical Products,"6,300,000","3,150,000,000",500,KRW,1511
187420,GenoFocus,032101,"Manufacture of Medicinal Chemicals, Antibiotics and Biological Products","8,940,453","4,470,226,500",500,KRW,1899
018290,Gmp,032603,Manufacture of Computers and Peripheral Equipment,"61,397,542","30,698,771,000",500,KRW,542
001290,GoldenBridgeInv&Sec,116601,Activities Auxiliary to Financial Service Activities,"63,737,067","65,040,543,000","1,000",KRW,1206
206660,Goldenbridge SPAC 2,116601,Activities Auxiliary to Financial Service Activities,"3,900,000","390,000,000",100,KRW,1803
219580,Goldenbridge SPAC III,116601,Activities Auxiliary to Financial Service Activities,"4,900,000","490,000,000",100,KRW,1878
037710,Gwangju Shinsegae,074701,Retail Sale in Non-Specialized Stores,"1,600,000","8,000,000,000","5,000",KRW,516
035000,G?¢¯¨ö?¢¯¨ö?¢¯¨öR,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","16,567,409","17,571,493,000","1,000",KRW,378
003530,H.I.S.C,116601,Activities Auxiliary to Financial Service Activities,"83,355,651","440,778,255,000","5,000",KRW,1391
219860,HA SPAC 2,116601,Activities Auxiliary to Financial Service Activities,"7,123,000","712,300,000",100,KRW,1922
214680,HA SPAC I,116601,Activities Auxiliary to Financial Service Activities,"4,433,000","443,300,000",100,KRW,1930
066130,HAATZ,032805,Manufacture of Domestic Appliances,"12,800,000","6,400,000,000",500,KRW,5
003010,HAEIN CORP,074605,Wholesale of Machinery Equipment and Supplies,"12,712,747","6,356,373,500",500,KRW,882
060980,HALLA HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","10,802,691","55,086,180,000","5,000",KRW,74
018880,HALLA VISTEON CLIMATE CNTRL,032901,Manufacture of General Purpose Machinery,"106,760,000","53,380,000,000",500,KRW,1106
014130,HAN EXPRESS,084903,Road Freight Transport,"1,200,000","6,000,000,000","5,000",KRW,457
086790,HANA FINANCIAL GR,116409,Other Financial Intermediation,"296,003,062","1,480,015,310,000","5,000",KRW,197
099340,HANA NICKEL 1,116402,Investment Companies,"22,756,200","113,781,000,000",0,KRW,1408
099350,HANA NICKEL 2,116402,Investment Companies,"3,284,000","16,420,000,000",0,KRW,1714
009420,HANALL BIOPHARMA,032102,Manufacture of Medicaments,"42,034,756","21,017,378,000",500,KRW,87
039130,HANATOUR SERVICE,147502,Activities of Travel Agencies and Tour Operators and Tourist Assistance Activities,"11,616,185","5,808,092,500",500,KRW,315
005110,HANCHANG,074605,Wholesale of Machinery Equipment and Supplies,"34,458,589","17,229,294,500",500,KRW,640
009460,HANCHANG PAPER,031701,"Manufacture of Pulp, Paper and Paperboard","59,667,486","29,833,743,000",500,KRW,747
030520,HANCOM INC.,105802,Software Development and Supply,"23,082,211","12,202,162,500",500,KRW,415
002390,HANDOK,032102,Manufacture of Medicaments,"12,594,080","6,297,040,000",500,KRW,1337
020000,HANDSOME,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","24,630,000","12,315,000,000",500,KRW,1075
220180,HANDYSOFT,105802,Software Development and Supply,"3,694,780","1,847,390,000",500,KRW,1894
002220,HANIL IRON & STL,032401,Manufacture of Basic Iron and Steel,"2,040,000","10,200,000,000","5,000",KRW,1654
046110,HANIL NETWORKS,106301,"Data Processing, Hosting, Portals and Other Internet Information Media Service Activities","11,954,227","5,977,113,500",500,KRW,591
123840,HANIL VACUUM,032902,Manufacture of Special-Purpose Machinery,"31,943,639","3,194,363,900",100,KRW,1748
003300,"HANILCEMENT CO.,LTD.",032303,"Manufacture of Cement, Lime and Plaster and Its Products","7,545,313","37,726,565,000","5,000",KRW,887
007770,HANILCHEMIC,032001,Manufacture of Basic Chemicals,"3,510,000","1,755,000,000",500,KRW,1784
097230,HANJIN HVY IND,064102,Heavy Construction,"102,288,465","511,442,325,000","5,000",KRW,1292
002320,HANJIN TRNSPT,084903,Road Freight Transport,"11,974,656","59,873,280,000","5,000",KRW,1155
180640,HANJINKAL,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","52,773,256","133,275,055,000","2,500",KRW,1831
198940,HANJOO METAL,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"7,220,000","3,610,000,000",500,KRW,1801
123690,HANKOOK COSMETICS,074604,Wholesale of Household Goods,"16,068,000","8,034,000,000",500,KRW,1501
002960,HANKOOK SHELL OIL,031902,Manufacture of Refined Petroleum Products,"1,300,000","7,000,000,000","5,000",KRW,1095
025890,HANKOOK STEEL,032902,Manufacture of Special-Purpose Machinery,"11,309,259","5,654,629,500",500,KRW,730
161390,HANKOOK TIRE,032201,Manufacture of Rubber Products,"123,875,069","61,937,534,500",500,KRW,1568
000240,HANKOOK TIRE WORLDWIDE,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","93,020,173","46,510,086,500",500,KRW,1162
053590,HANKOOK Technology,032902,Manufacture of Special-Purpose Machinery,"29,480,837","14,740,418,500",500,KRW,169
017960,HANKUK CARBON,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","40,996,887","20,498,443,500",500,KRW,816
002000,HANKUK GLAS,032301,Manufacture of Glass and Glass Products,"10,079,660","69,882,185,000","5,000",KRW,889
002300,HANKUK PAPR MFG,031701,"Manufacture of Pulp, Paper and Paperboard","5,004,949","25,024,745,000","5,000",KRW,1101
092460,HANLA IMS,033101,Building of Ships and Boats,"9,768,593","4,884,296,500",500,KRW,50
042700,HANMI Semi,032902,Manufacture of Special-Purpose Machinery,"25,432,841","12,716,420,500",500,KRW,214
052600,HANNET,106102,Telecommunications,"11,563,700","5,781,850,000",500,KRW,177
011500,HANNONG,032004,Manufacture of Other Chemical Products,"15,637,042","7,818,521,000",500,KRW,1420
042520,HANS BIOMED,032103,Manufacture of Pharmaceutical Goods Other Than Medicaments,"9,857,857","4,928,928,500",500,KRW,322
016450,HANSAE YES24 HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","40,000,000","20,000,000,000",500,KRW,763
004960,HANSHIN CONST,064101,Building Construction,"9,908,391","49,541,955,000","5,000",KRW,813
011700,HANSHIN MACH,032901,Manufacture of General Purpose Machinery,"32,446,151","16,223,075,500",500,KRW,946
004150,HANSOL HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","27,087,961","192,983,675,000","5,000",KRW,1651
010420,HANSOL PNS,074607,Other Specialized Wholesale,"27,590,997","13,795,498,500",500,KRW,1444
213500,HANSOLPAPER,031701,"Manufacture of Pulp, Paper and Paperboard","16,536,509","82,682,545,000","5,000",KRW,1903
009240,HANSSEM,074604,Wholesale of Household Goods,"23,533,928","23,533,928,000","1,000",KRW,909
003680,HANSUNG ENT,031002,Processing and Preserving of Fishes and Edible Seaweeds,"5,477,951","27,389,755,000","5,000",KRW,610
000880,HANWHA,032004,Manufacture of Other Chemical Products,"74,958,735","377,190,145,000","5,000",KRW,101
025850,HANWHA FINE CHEMICAL,032001,Manufacture of Basic Chemicals,"3,800,000","19,000,000,000","5,000",KRW,1059
088350,HANWHA LIFE,116501,Insurance,"868,530,000","4,342,650,000,000","5,000",KRW,158
012450,HANWHA TECHWIN,032901,Manufacture of General Purpose Machinery,"53,130,000","265,650,000,000","5,000",KRW,937
078350,HANYANG DIGI,032601,Manufacture of Semiconductor,"10,000,000","5,000,000,000",500,KRW,233
045100,HANYANG ENG,137201,"Architectural, Engineering and Related Technical Services","18,000,000","9,000,000,000",500,KRW,218
001750,HANYANG SECU,116601,Activities Auxiliary to Financial Service Activities,"12,728,534","66,267,670,000","5,000",KRW,1412
136480,HARIM,031001,"Slaughtering of Livestock, Processing, Preserving of Meat and Meat Products","53,945,938","26,972,969,000",500,KRW,1191
024660,HARIM HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","89,157,190","44,578,595,000",500,KRW,770
078150,HB Technology,032902,Manufacture of Special-Purpose Machinery,"76,986,271","38,493,135,500",500,KRW,918
047080,HBS,105802,Software Development and Supply,"23,134,764","11,567,382,000",500,KRW,1700
170030,HDI21,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"15,075,000","7,537,500,000",500,KRW,1599
048410,HDIBT,032603,Manufacture of Computers and Peripheral Equipment,"30,297,753","15,148,876,500",500,KRW,408
037440,HEERIM,137201,"Architectural, Engineering and Related Technical Services","13,922,475","6,961,237,500",500,KRW,265
089470,HEP,032004,Manufacture of Other Chemical Products,"31,900,000","17,200,000,000",500,KRW,134
054300,HESHBON,032901,Manufacture of General Purpose Machinery,"19,620,377","9,810,188,500",500,KRW,1356
003280,HEUNG-A SHIPPING,085001,Sea and Coastal Water Transport,"84,713,430","42,356,715,000",500,KRW,1021
010240,HEUNGKUK,032902,Manufacture of Special-Purpose Machinery,"6,161,348","3,080,674,000",500,KRW,1456
027390,HGTC,074701,Retail Sale in Non-Specialized Stores,"6,000,000","30,000,000,000","5,000",KRW,1055
009540,HHI,033101,Building of Ships and Boats,"76,000,000","380,000,000,000","5,000",KRW,1767
003480,HHIC HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","29,529,812","155,149,060,000","5,000",KRW,856
159650,HI GOLD KMARIN NO.8,126901,Renting of Transport Equipment,"14,905,929","74,529,645,000","5,000",KRW,1576
172580,HI GOLD NO.12,126901,Renting of Transport Equipment,"13,044,500","65,222,500,000","5,000",KRW,1617
139200,HI GOLD OCEAN 2,126901,Renting of Transport Equipment,"13,339,907","66,699,535,000","5,000",KRW,45
205470,HI-2 SPAC,116601,Activities Auxiliary to Financial Service Activities,"5,500,000","550,000,000",100,KRW,1837
217500,HI-3 SPAC,116601,Activities Auxiliary to Financial Service Activities,"4,750,000","475,000,000",100,KRW,1924
066980,HICEL,032602,Manufacture of Electronic Components,"73,428,322","36,714,161,000",500,KRW,1179
200470,HISEM,137309,"Other Professional, Scientific and Technical Services n.e.c.","17,553,680","8,776,840,000",500,KRW,1858
071090,HISTEEL,032401,Manufacture of Basic Iron and Steel,"1,999,944","9,999,720,000","5,000",KRW,876
026180,HIT,106201,"Computer programming, System Integration and Management Services","50,333,330","50,333,330,000","1,000",KRW,1305
000080,HITE JINRO,031101,Manufacture of  Alcoholic Beverages,"70,133,611","368,818,745,000","5,000",KRW,1442
000140,HITEJINRO HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","23,206,765","118,387,875,000","5,000",KRW,1366
019490,HITRON,032605,Manufacture of Electronic Video and Audio Equipment,"5,530,735","13,826,837,500","2,500",KRW,436
134780,HJIN,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"12,330,000","6,165,000,000",500,KRW,774
117930,HJS,085001,Sea and Coastal Water Transport,"245,269,941","1,226,349,705,000","5,000",KRW,451
044780,HK,032902,Manufacture of Special-Purpose Machinery,"18,405,787","9,202,893,500",500,KRW,234
003350,HKCManufacture,032004,Manufacture of Other Chemical Products,"4,532,000","2,266,000,000",500,KRW,1020
023760,HKCapital,116409,Other Financial Intermediation,"121,998,856","60,999,428,000",500,KRW,786
037230,HKPAK,031702,"Manufacture of Corrugated Cardboard, Paper Boxes and Paper Containers","25,000,000","12,500,000,000",500,KRW,178
028300,HLB,033101,Building of Ships and Boats,"34,148,352","17,074,176,000",500,KRW,1415
001500,HMCIB,116601,Activities Auxiliary to Financial Service Activities,"29,337,111","146,685,555,000","5,000",KRW,1647
000850,HMT,032902,Manufacture of Special-Purpose Machinery,"2,200,000","11,000,000,000","5,000",KRW,1639
101680,HNK,032902,Manufacture of Special-Purpose Machinery,"8,404,000","4,202,000,000",500,KRW,431
036640,HRS,032003,Manufacture of Synthetic Rubber and of Plastics in Primary Forms,"16,354,800","8,177,400,000",500,KRW,1402
006060,HS IND,032202,Manufacture of Plastic Products,"55,320,000","27,660,000,000",500,KRW,927
013520,HS R & A,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"6,456,121","32,280,605,000","5,000",KRW,922
039610,HS VALVE,032901,Manufacture of General Purpose Machinery,"7,280,000","3,640,000,000",500,KRW,594
204990,HS Vital,031007,Manufacture of Other Food Products,"20,000,000","10,000,000,000",500,KRW,1859
008770,HTL SHILLA,074708,Retail Sale in Other Specialized Stores,"39,248,121","200,000,000,000","5,000",KRW,338
106190,HTP,032101,"Manufacture of Medicinal Chemicals, Antibiotics and Biological Products","7,088,782","3,544,391,000",500,KRW,1742
115160,HUMAX,032605,Manufacture of Electronic Video and Audio Equipment,"23,911,798","11,955,899,000",500,KRW,1289
028080,HUMAX Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","12,577,506","6,288,753,000",500,KRW,361
005870,HUNEED,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"11,076,015","55,380,075,000","5,000",KRW,821
005010,HUSTEEL,032401,Manufacture of Basic Iron and Steel,"6,918,617","34,593,085,000","5,000",KRW,1092
079980,HUVIS,032005,Manufacture of Man-Made Fibers,"34,500,000","172,500,000,000","5,000",KRW,1666
010660,HWACHEON,032902,Manufacture of Special-Purpose Machinery,"2,200,000","11,000,000,000","5,000",KRW,827
061250,HWAIL PHARM,032102,Manufacture of Medicaments,"14,410,958","7,205,479,000",500,KRW,72
010690,HWASHIN,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"34,920,410","17,460,205,000",500,KRW,990
126640,HWASHIN PRECISION,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"36,373,887","3,637,388,700",100,KRW,1490
086250,HWASHIN TECH,032902,Manufacture of Special-Purpose Machinery,"9,700,000","4,850,000,000",500,KRW,412
002460,HWASUNG IND,064101,Building Construction,"12,450,800","62,254,000,000","5,000",KRW,1152
013030,HY-LOKCO,032401,Manufacture of Basic Iron and Steel,"13,613,232","6,806,616,000",500,KRW,859
004800,HYOSUNG,032005,Manufacture of Man-Made Fibers,"35,117,455","175,587,275,000","5,000",KRW,1641
094280,HYOSUNG ITX,147509,Other Business Support Services,"11,558,200","5,779,100,000",500,KRW,1027
097870,HYOSUNGONB,032002,Manufacture of Fertilizers and Nitrogen Compounds,"5,800,000","2,900,000,000",500,KRW,1270
106080,HYSONIC,032602,Manufacture of Electronic Components,"10,643,911","5,321,955,500",500,KRW,200
004560,HYUNDAI BNG STEEL,032401,Manufacture of Basic Iron and Steel,"15,078,811","75,943,315,000","5,000",KRW,1839
006390,HYUNDAI CEMENT,032303,"Manufacture of Cement, Lime and Plaster and Its Products","8,754,954","43,774,770,000","5,000",KRW,721
011760,HYUNDAI CORP,074608,Wholesale of Non-Specialized Goods,"22,329,802","111,649,010,000","5,000",KRW,1085
069960,HYUNDAI DEPARTMENT,074701,Retail Sale in Non-Specialized Stores,"23,402,441","117,012,205,000","5,000",KRW,1635
017800,HYUNDAI ELEV,032901,Manufacture of General Purpose Machinery,"19,632,513","98,162,565,000","5,000",KRW,502
000720,HYUNDAI ENG & CONST,064102,Heavy Construction,"111,355,765","557,273,105,000","5,000",KRW,1196
086280,HYUNDAI GLOVIS,085209,Other Services Allied to Transport Agency,"37,500,000","18,750,000,000",500,KRW,419
005440,HYUNDAI GREEN FOOD,074701,Retail Sale in Non-Specialized Stores,"97,704,482","48,852,241,000",500,KRW,997
079430,HYUNDAI LIVART,033201,Manufacture of Furniture,"17,261,650","17,261,650,000","1,000",KRW,555
011200,HYUNDAI MERC MAR,085001,Sea and Coastal Water Transport,"204,273,229","1,021,366,145,000","5,000",KRW,955
010620,HYUNDAI MIPO DOCK,033101,Building of Ships and Boats,"20,000,000","100,000,000,000","5,000",KRW,991
012330,HYUNDAI MOBIS,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"97,343,863","490,969,315,000","5,000",KRW,1365
005380,HYUNDAI MTR,033001,Manufacture of Motor Vehicles and Engines for Motor Vehicles,"220,276,479","1,488,993,125,000","5,000",KRW,634
004310,HYUNDAI PHARM,032102,Manufacture of Medicaments,"28,000,000","14,000,000,000",500,KRW,1380
064350,HYUNDAI ROTEM,033102,Manufacture of Railway and Tramway Locomotives and Rolling Stock,"85,000,000","425,000,000,000","5,000",KRW,18
003450,HYUNDAI SECU,116601,Activities Auxiliary to Financial Service Activities,"236,612,530","1,183,062,650,000","5,000",KRW,76
004020,HYUNDAI STEEL,032401,Manufacture of Basic Iron and Steel,"133,445,785","667,228,925,000","5,000",KRW,672
039010,HYUNDAI TEL,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"8,625,000","4,312,500,000",500,KRW,311
011210,HYUNDAI WIA,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"27,195,083","135,975,415,000","5,000",KRW,1448
057050,HYUNDAIHOMESHOP,074709,Retail Sale not in Stores,"12,000,000","60,000,000,000","5,000",KRW,1481
001450,HYUNDAIMAR&FIREINS,116501,Insurance,"89,400,000","44,700,000,000",500,KRW,1139
053660,HYUNJIN,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"22,143,118","11,071,559,000",500,KRW,1052
092300,HYUNWOO,032602,Manufacture of Electronic Components,"10,000,000","5,000,000,000",500,KRW,53
103650,HaNa Elecom,032602,Manufacture of Electronic Components,"3,000,000","1,500,000,000",500,KRW,558
034810,HaeSung,126801,Real Estate Activities with Own or Leased Property,"9,780,000","4,890,000,000",500,KRW,1698
102210,Haeduk Powerway,033101,Building of Ships and Boats,"10,173,485","5,086,742,500",500,KRW,448
008800,Haengnam,032302,Manufacture of Ceramic Ware,"6,038,978","30,194,890,000","5,000",KRW,208
076610,Haesung Optics,032703,"Manufacture of Spectacle, Photographic Equipment and Other Optical Instruments","16,675,000","8,337,500,000",500,KRW,683
014790,Halla,064102,Heavy Construction,"33,494,942","167,474,710,000","5,000",KRW,951
107640,HanJungNCS,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"3,700,000","1,850,000,000",500,KRW,577
025550,HanSun,032401,Manufacture of Basic Iron and Steel,"24,522,254","12,261,127,000",500,KRW,884
067310,Hana Micron,032601,Manufacture of Semiconductor,"22,370,446","11,185,223,000",500,KRW,1467
218150,Hana Must 5th SPAC,116601,Activities Auxiliary to Financial Service Activities,"3,530,000","353,000,000",100,KRW,1927
215100,Hana Must Fourth SPAC,116601,Activities Auxiliary to Financial Service Activities,"2,800,000","280,000,000",100,KRW,1909
208370,Hana Must Second SPAC,116601,Activities Auxiliary to Financial Service Activities,"5,400,000","540,000,000",100,KRW,1820
208870,Hana Must Third SPAC,116601,Activities Auxiliary to Financial Service Activities,"2,360,000","236,000,000",100,KRW,1817
079170,Hanchang,032402,Manufacture of Basic Precious and Non-ferrous Metals,"5,200,000","2,600,000,000",500,KRW,557
014680,Hanchem,032001,Manufacture of Basic Chemicals,"11,295,195","56,475,975,000","5,000",KRW,1047
077280,HancomGMD,032601,Manufacture of Semiconductor,"10,696,250","5,348,125,000",500,KRW,1667
005860,HanilFeed,031008,Manufacture of Livestock Feeds and Prepared Animal Feeds,"31,930,685","15,965,342,500",500,KRW,1425
024740,HanilForging,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"13,152,000","6,576,000,000",500,KRW,767
200880,Hanilewha,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"27,028,437","13,514,218,500",500,KRW,1868
061460,Hanjin P&C,032202,Manufacture of Plastic Products,"82,462,958","41,231,479,000",500,KRW,59
008930,Hanmi Science,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","57,185,523","28,592,761,500",500,KRW,978
053690,HanmiGlobal,137201,"Architectural, Engineering and Related Technical Services","9,343,524","4,671,762,000",500,KRW,1519
128940,HanmiPharm,032102,Manufacture of Medicaments,"10,230,909","25,577,272,500","2,500",KRW,1546
